board_index,board_name,width,height,total_mines,selections,opened_safe,opened_mines,cycles,cfg_cycles,load_cycles,solver_cycles,score_cycles,total_board_cycles,score_numerator,score_denominator,score_scaled,score,board_crc,jtag_retries,transport_error,protocol_version,build_id,solver_stalled
865,board_16x14_47_26583_none,16,14,47,93,177,1,86608,0,0,86608,0,86608,8142,8319,9787,0.9787,D5A4,0,0,2,0001,0
866,board_12x8_26_26636_none,12,8,26,44,70,5,127267,0,0,127267,0,127267,1470,1820,8076,0.8076,F29E,0,0,2,0001,0
867,board_11x6_17_26668_none,11,6,17,36,49,1,11971,0,0,11971,0,11971,784,833,9411,0.9411,CCBE,0,0,2,0001,0
868,board_9x4_6_26690_none,9,4,6,11,30,0,17167,0,0,17167,0,17167,180,180,10000,1.0000,BADE,0,0,2,0001,0
869,board_6x5_4_26699_none,6,5,4,9,26,0,19546,0,0,19546,0,19546,104,104,10000,1.0000,2654,0,0,2,0001,0
870,board_5x6_5_26704_none,5,6,5,4,25,0,1440,0,0,1440,0,1440,125,125,10000,1.0000,69C0,0,0,2,0001,0
871,board_4x16_15_26710_none,4,16,15,28,49,0,33964,0,0,33964,0,33964,735,735,10000,1.0000,137D,0,0,2,0001,0
872,board_8x18_24_26730_none,8,18,24,54,120,4,51326,0,0,51326,0,51326,2400,2880,8333,0.8333,355C,0,0,2,0001,0
873,board_14x8_26_26756_none,14,8,26,49,86,2,51817,0,0,51817,0,51817,2064,2236,9230,0.9230,70CD,0,0,2,0001,0
874,board_19x6_25_26789_none,19,6,25,45,89,2,36330,0,0,36330,0,36330,2047,2225,9200,0.9200,9396,0,0,2,0001,0
875,board_18x18_54_26821_none,18,18,54,138,270,0,28577,0,0,28577,0,28577,14580,14580,10000,1.0000,74E5,0,0,2,0001,0
876,board_12x18_46_26883_none,12,18,46,106,170,2,89070,0,0,89070,0,89070,7480,7820,9565,0.9565,DB96,0,0,2,0001,0
877,board_7x8_11_26939_none,7,8,11,29,45,2,22249,0,0,22249,0,22249,405,495,8181,0.8181,7AFB,0,0,2,0001,0
878,board_4x4_3_26952_none,4,4,3,10,13,0,8221,0,0,8221,0,8221,39,39,10000,1.0000,7E22,0,0,2,0001,0
879,board_5x12_15_26956_none,5,12,15,39,45,3,93696,0,0,93696,0,93696,540,675,8000,0.8000,8842,0,0,2,0001,0
880,board_8x18_20_26974_none,8,18,20,46,124,0,28714,0,0,28714,0,28714,2480,2480,10000,1.0000,9090,0,0,2,0001,0
881,board_14x18_58_26995_none,14,18,58,98,179,2,558337,0,0,558337,0,558337,9994,11252,8881,0.8881,6E2F,0,0,2,0001,1
882,board_18x10_37_27066_none,18,10,37,76,143,1,30266,0,0,30266,0,30266,5148,5291,9729,0.9729,88D6,0,0,2,0001,0
883,board_18x8_25_27109_none,18,8,25,64,119,1,47670,0,0,47670,0,47670,2856,2975,9600,0.9600,DDC4,0,0,2,0001,0
884,board_19x6_17_27138_none,19,6,17,46,97,0,18271,0,0,18271,0,18271,1649,1649,10000,1.0000,49F5,0,0,2,0001,0
885,board_18x8_37_27158_none,18,8,37,80,107,2,124585,0,0,124585,0,124585,3745,3959,9459,0.9459,7234,0,0,2,0001,0
886,board_16x12_40_27197_none,16,12,40,85,152,0,25305,0,0,25305,0,25305,6080,6080,10000,1.0000,4003,0,0,2,0001,0
887,board_11x19_31_27240_none,11,19,31,45,178,0,24542,0,0,24542,0,24542,5518,5518,10000,1.0000,EC1F,0,0,2,0001,0
888,board_7x18_32_27275_none,7,18,32,38,63,4,226759,0,0,226759,0,226759,1640,3008,5452,0.5452,6184,0,0,2,0001,1
889,board_4x6_3_27308_none,4,6,3,8,21,0,2110,0,0,2110,0,2110,63,63,10000,1.0000,E864,0,0,2,0001,0
890,board_8x8_15_27312_none,8,8,15,31,49,0,6729,0,0,6729,0,6729,735,735,10000,1.0000,B2EE,0,0,2,0001,0
891,board_16x19_64_27330_none,16,19,64,94,240,0,36392,0,0,36392,0,36392,15360,15360,10000,1.0000,FDFE,0,0,2,0001,0
892,board_18x18_85_27401_none,18,18,85,180,239,5,424395,0,0,424395,0,424395,19120,20315,9411,0.9411,BB97,0,0,2,0001,0
893,board_19x8_21_27503_none,19,8,21,37,131,0,25487,0,0,25487,0,25487,2751,2751,10000,1.0000,5699,0,0,2,0001,0
894,board_18x5_16_27526_none,18,5,16,31,74,1,10700,0,0,10700,0,10700,1110,1184,9375,0.9375,4726,0,0,2,0001,0
895,board_14x6_21_27544_none,14,6,21,33,63,4,48763,0,0,48763,0,48763,1071,1323,8095,0.8095,499B,0,0,2,0001,0
896,board_12x8_21_27569_none,12,8,21,44,75,1,10880,0,0,10880,0,10880,1500,1575,9523,0.9523,2AA3,0,0,2,0001,0
897,board_5x19_24_27595_none,5,19,24,56,70,4,239619,0,0,239619,0,239619,1396,1704,8192,0.8192,AF5A,0,0,2,0001,1
898,board_4x10_6_27622_none,4,10,6,16,34,0,4209,0,0,4209,0,4209,204,204,10000,1.0000,B909,0,0,2,0001,0
899,board_8x4_8_27629_none,8,4,8,14,24,1,22477,0,0,22477,0,22477,168,192,8750,0.8750,5777,0,0,2,0001,0
900,board_16x12_26_27641_none,16,12,26,56,166,0,22166,0,0,22166,0,22166,4316,4316,10000,1.0000,D844,0,0,2,0001,0
901,board_19x19_98_27668_none,19,19,98,202,263,1,224942,0,0,224942,0,224942,25511,25774,9897,0.9897,F708,0,0,2,0001,0
902,board_17x10_25_27784_none,17,10,25,60,145,1,38208,0,0,38208,0,38208,3480,3625,9600,0.9600,2082,0,0,2,0001,0
903,board_15x6_19_27813_none,15,6,19,39,71,3,66361,0,0,66361,0,66361,1136,1349,8421,0.8421,ED70,0,0,2,0001,0
904,board_7x8_8_27833_none,7,8,8,17,48,0,6033,0,0,6033,0,6033,384,384,10000,1.0000,5038,0,0,2,0001,0
905,board_6x10_8_27842_none,6,10,8,20,52,0,4619,0,0,4619,0,4619,416,416,10000,1.0000,4827,0,0,2,0001,0
906,board_4x19_19_27852_none,4,19,19,28,50,3,45918,0,0,45918,0,45918,779,1083,7192,0.7192,72DA,0,0,2,0001,1
907,board_8x12_14_27873_none,8,12,14,29,82,1,17473,0,0,17473,0,17473,1066,1148,9285,0.9285,8A40,0,0,2,0001,0
908,board_14x4_15_27890_none,14,4,15,28,41,4,21615,0,0,21615,0,21615,451,615,7333,0.7333,F98F,0,0,2,0001,0
909,board_19x10_28_27910_none,19,10,28,45,162,0,28386,0,0,28386,0,28386,4536,4536,10000,1.0000,75A7,0,0,2,0001,0
910,board_19x14_58_27943_none,19,14,58,98,208,1,74499,0,0,74499,0,74499,11856,12064,9827,0.9827,7945,0,0,2,0001,0
911,board_18x19_71_28013_none,18,19,71,168,271,1,92373,0,0,92373,0,92373,18970,19241,9859,0.9859,E150,0,0,2,0001,0
912,board_16x18_41_28090_none,16,18,41,98,247,0,19775,0,0,19775,0,19775,10127,10127,10000,1.0000,61EF,0,0,2,0001,0
913,board_11x10_24_28132_none,11,10,24,31,86,1,47165,0,0,47165,0,47165,1978,2064,9583,0.9583,9BCC,0,0,2,0001,0
914,board_9x6_15_28158_none,9,6,15,31,39,1,7491,0,0,7491,0,7491,546,585,9333,0.9333,3D45,0,0,2,0001,0
915,board_8x5_10_28174_none,8,5,10,14,30,1,22679,0,0,22679,0,22679,270,300,9000,0.9000,FCC0,0,0,2,0001,0
916,board_4x8_4_28187_none,4,8,4,10,28,0,2030,0,0,2030,0,2030,112,112,10000,1.0000,B679,0,0,2,0001,0
917,board_6x19_27_28192_none,6,19,27,29,87,0,31732,0,0,31732,0,31732,2349,2349,10000,1.0000,B325,0,0,2,0001,0
918,board_10x18_24_28221_none,10,18,24,37,156,0,11121,0,0,11121,0,11121,3744,3744,10000,1.0000,3397,0,0,2,0001,0
919,board_16x8_33_28248_none,16,8,33,47,84,3,109063,0,0,109063,0,109063,2487,3135,7933,0.7933,5F65,0,0,2,0001,1
920,board_18x4_16_28293_none,18,4,16,24,45,2,80744,0,0,80744,0,80744,608,896,6785,0.6785,83D6,0,0,2,0001,1
921,board_18x12_54_28312_none,18,12,54,110,162,2,251722,0,0,251722,0,251722,8424,8748,9629,0.9629,DC42,0,0,2,0001,0
922,board_12x19_35_28378_none,12,19,35,62,193,0,28124,0,0,28124,0,28124,6755,6755,10000,1.0000,1EC8,0,0,2,0001,0
923,board_10x18_26_28416_none,10,18,26,47,154,1,30430,0,0,30430,0,30430,3850,4004,9615,0.9615,EB8F,0,0,2,0001,0
924,board_4x5_4_28446_none,4,5,4,10,16,0,1971,0,0,1971,0,1971,64,64,10000,1.0000,2ABB,0,0,2,0001,0
925,board_4x6_5_28451_none,4,6,5,12,19,1,10908,0,0,10908,0,10908,76,95,8000,0.8000,A13D,0,0,2,0001,0
926,board_7x12_22_28457_none,7,12,22,58,62,3,24978,0,0,24978,0,24978,1178,1364,8636,0.8636,F99A,0,0,2,0001,0
927,board_15x19_41_28484_none,15,19,41,92,244,0,24217,0,0,24217,0,24217,10004,10004,10000,1.0000,06F7,0,0,2,0001,0
928,board_17x16_57_28529_none,17,16,57,92,215,0,43365,0,0,43365,0,43365,12255,12255,10000,1.0000,9EE8,0,0,2,0001,0
929,board_18x14_61_28590_none,18,14,61,107,191,8,152867,0,0,152867,0,152867,10123,11651,8688,0.8688,1568,0,0,2,0001,0
930,board_18x12_58_28657_none,18,12,58,66,95,4,581954,0,0,581954,0,581954,4878,9164,5323,0.5323,377F,0,0,2,0001,1
931,board_19x10_49_28723_none,19,10,49,97,141,3,160791,0,0,160791,0,160791,6486,6909,9387,0.9387,4D46,0,0,2,0001,0
932,board_18x4_11_28783_none,18,4,11,30,61,1,17586,0,0,17586,0,17586,610,671,9090,0.9090,E319,0,0,2,0001,0
933,board_11x16_38_28796_none,11,16,38,66,138,1,34376,0,0,34376,0,34376,5106,5244,9736,0.9736,2C0E,0,0,2,0001,0
934,board_7x19_19_28838_none,7,19,19,23,114,0,10730,0,0,10730,0,10730,2166,2166,10000,1.0000,0E28,0,0,2,0001,0
935,board_4x14_15_28860_none,4,14,15,40,41,3,49637,0,0,49637,0,49637,492,615,8000,0.8000,EE11,0,0,2,0001,0
936,board_6x4_3_28879_none,6,4,3,3,21,0,1384,0,0,1384,0,1384,63,63,10000,1.0000,4AF1,0,0,2,0001,0
937,board_14x14_41_28883_none,14,14,41,78,155,1,53327,0,0,53327,0,53327,6200,6355,9756,0.9756,D2F8,0,0,2,0001,0
938,board_15x16_41_28927_none,15,16,41,58,199,0,11935,0,0,11935,0,11935,8159,8159,10000,1.0000,CC16,0,0,2,0001,0
939,board_17x19_43_28976_none,17,19,43,97,280,0,24677,0,0,24677,0,24677,12040,12040,10000,1.0000,5911,0,0,2,0001,0
940,board_18x19_62_29027_none,18,19,62,151,280,0,35735,0,0,35735,0,35735,17360,17360,10000,1.0000,709B,0,0,2,0001,0
941,board_18x8_25_29093_none,18,8,25,37,119,0,16711,0,0,16711,0,16711,2975,2975,10000,1.0000,2D1F,0,0,2,0001,0
942,board_15x4_10_29119_none,15,4,10,17,50,0,5112,0,0,5112,0,5112,500,500,10000,1.0000,17A4,0,0,2,0001,0
943,board_7x14_17_29130_none,7,14,17,32,81,1,9459,0,0,9459,0,9459,1296,1377,9411,0.9411,57D6,0,0,2,0001,0
944,board_4x19_17_29151_none,4,19,17,33,59,1,10145,0,0,10145,0,10145,944,1003,9411,0.9411,E73A,0,0,2,0001,0
945,board_4x18_18_29171_none,4,18,18,42,54,2,40375,0,0,40375,0,40375,864,972,8888,0.8888,97EA,0,0,2,0001,0
946,board_9x5_6_29191_none,9,5,6,4,39,0,3503,0,0,3503,0,3503,234,234,10000,1.0000,08BC,0,0,2,0001,0
947,board_10x4_7_29198_none,10,4,7,15,33,0,31809,0,0,31809,0,31809,231,231,10000,1.0000,19A5,0,0,2,0001,0
948,board_12x4_12_29206_none,12,4,12,25,36,2,12753,0,0,12753,0,12753,360,432,8333,0.8333,F050,0,0,2,0001,0
949,board_14x5_18_29221_none,14,5,18,36,45,2,83055,0,0,83055,0,83055,706,936,7542,0.7542,9A55,0,0,2,0001,1
950,board_19x18_50_29242_none,19,18,50,118,292,0,18573,0,0,18573,0,18573,14600,14600,10000,1.0000,A3B4,0,0,2,0001,0
951,board_18x18_85_29299_none,18,18,85,81,117,3,160082,0,0,160082,0,160082,9228,20315,4542,0.4542,38FD,0,0,2,0001,1
952,board_12x6_11_29398_none,12,6,11,24,61,0,5610,0,0,5610,0,5610,671,671,10000,1.0000,A707,0,0,2,0001,0
953,board_7x5_9_29410_none,7,5,9,23,26,2,26584,0,0,26584,0,26584,182,234,7777,0.7777,C83D,0,0,2,0001,0
954,board_4x12_7_29422_none,4,12,7,21,41,0,13199,0,0,13199,0,13199,287,287,10000,1.0000,CF54,0,0,2,0001,0
955,board_5x19_26_29431_none,5,19,26,45,69,1,35025,0,0,35025,0,35025,1725,1794,9615,0.9615,D3AC,0,0,2,0001,0
956,board_6x19_29_29461_none,6,19,29,59,83,4,125792,0,0,125792,0,125792,2067,2465,8385,0.8385,149E,0,0,2,0001,1
957,board_14x6_15_29496_none,14,6,15,29,69,0,13047,0,0,13047,0,13047,1035,1035,10000,1.0000,ED02,0,0,2,0001,0
958,board_16x4_16_29512_none,16,4,16,32,48,2,27977,0,0,27977,0,27977,672,768,8750,0.8750,E76C,0,0,2,0001,0
959,board_18x4_19_29529_none,18,4,19,38,53,0,30226,0,0,30226,0,30226,1007,1007,10000,1.0000,F33F,0,0,2,0001,0
960,board_19x12_32_29552_none,19,12,32,66,196,1,35143,0,0,35143,0,35143,6076,6272,9687,0.9687,4027,0,0,2,0001,0
961,board_16x19_80_29590_none,16,19,80,130,156,5,382699,0,0,382699,0,382699,11360,17920,6339,0.6339,39E5,0,0,2,0001,1
962,board_14x18_51_29683_none,14,18,51,77,183,1,181537,0,0,181537,0,181537,9132,10251,8908,0.8908,5FCD,0,0,2,0001,1
963,board_7x6_9_29747_none,7,6,9,19,33,1,6652,0,0,6652,0,6652,264,297,8888,0.8888,1245,0,0,2,0001,0
964,board_4x8_4_29757_none,4,8,4,12,28,0,3465,0,0,3465,0,3465,112,112,10000,1.0000,78C9,0,0,2,0001,0
965,board_6x16_20_29762_none,6,16,20,36,76,1,44819,0,0,44819,0,44819,1444,1520,9500,0.9500,BDA6,0,0,2,0001,0
966,board_11x19_44_29784_none,11,19,44,95,165,0,54243,0,0,54243,0,54243,7260,7260,10000,1.0000,41EA,0,0,2,0001,0
967,board_18x8_30_29834_none,18,8,30,63,114,0,126463,0,0,126463,0,126463,3420,3420,10000,1.0000,C2BA,0,0,2,0001,0
968,board_19x4_18_29868_none,19,4,18,38,46,1,98601,0,0,98601,0,98601,770,1044,7375,0.7375,93A9,0,0,2,0001,1
969,board_18x8_20_29890_none,18,8,20,38,124,0,12030,0,0,12030,0,12030,2480,2480,10000,1.0000,DEC6,0,0,2,0001,0
970,board_18x10_26_29913_none,18,10,26,61,154,2,27052,0,0,27052,0,27052,3696,4004,9230,0.9230,6F23,0,0,2,0001,0
971,board_17x12_35_29944_none,17,12,35,81,169,0,12488,0,0,12488,0,12488,5915,5915,10000,1.0000,539E,0,0,2,0001,0
972,board_10x19_41_29983_none,10,19,41,102,149,3,81918,0,0,81918,0,81918,5662,6109,9268,0.9268,5AB8,0,0,2,0001,0
973,board_9x19_29_30032_none,9,19,29,53,142,0,19106,0,0,19106,0,19106,4118,4118,10000,1.0000,1F45,0,0,2,0001,0
974,board_4x8_8_30065_none,4,8,8,10,24,0,5881,0,0,5881,0,5881,192,192,10000,1.0000,F891,0,0,2,0001,0
975,board_4x5_5_30076_none,4,5,5,7,15,2,2536,0,0,2536,0,2536,45,75,6000,0.6000,9ACD,0,0,2,0001,0
976,board_7x8_8_30084_none,7,8,8,19,48,0,3243,0,0,3243,0,3243,384,384,10000,1.0000,07E9,0,0,2,0001,0
977,board_10x14_35_30093_none,10,14,35,70,105,2,83874,0,0,83874,0,83874,3465,3675,9428,0.9428,FEF3,0,0,2,0001,0
978,board_12x18_58_30137_none,12,18,58,111,153,4,255302,0,0,255302,0,255302,8242,9164,8993,0.8993,4882,0,0,2,0001,1
979,board_17x19_46_30204_none,17,19,46,90,277,1,90441,0,0,90441,0,90441,12465,12742,9782,0.9782,8D50,0,0,2,0001,0
980,board_19x6_32_30259_none,19,6,32,61,82,3,140646,0,0,140646,0,140646,2378,2624,9062,0.9062,B344,0,0,2,0001,0
981,board_15x6_13_30301_none,15,6,13,40,77,0,12685,0,0,12685,0,12685,1001,1001,10000,1.0000,BCFC,0,0,2,0001,0
982,board_12x10_26_30315_none,12,10,26,60,94,2,28694,0,0,28694,0,28694,2256,2444,9230,0.9230,56CC,0,0,2,0001,0
983,board_6x19_20_30346_none,6,19,20,55,94,0,32354,0,0,32354,0,32354,1880,1880,10000,1.0000,0797,0,0,2,0001,0
984,board_4x14_11_30367_none,4,14,11,31,45,1,36208,0,0,36208,0,36208,450,495,9090,0.9090,A159,0,0,2,0001,0
985,board_7x4_5_30379_none,7,4,5,18,23,0,21872,0,0,21872,0,21872,115,115,10000,1.0000,5DBB,0,0,2,0001,0
986,board_12x8_21_30385_none,12,8,21,54,75,3,258381,0,0,258381,0,258381,1350,1575,8571,0.8571,98B8,0,0,2,0001,0
987,board_15x12_47_30411_none,15,12,47,93,133,2,73502,0,0,73502,0,73502,5985,6251,9574,0.9574,3126,0,0,2,0001,0
988,board_18x18_65_30464_none,18,18,65,99,244,3,181944,0,0,181944,0,181944,15083,16835,8959,0.8959,95E5,0,0,2,0001,1
989,board_18x19_60_30536_none,18,19,60,132,282,0,35232,0,0,35232,0,35232,16920,16920,10000,1.0000,A557,0,0,2,0001,0
990,board_19x19_53_30603_none,19,19,53,91,308,3,87790,0,0,87790,0,87790,15400,16324,9433,0.9433,B93B,0,0,2,0001,0
991,board_18x12_58_30666_none,18,12,58,83,107,4,281084,0,0,281084,0,281084,5574,9164,6082,0.6082,858E,0,0,2,0001,1
992,board_15x5_13_30734_none,15,5,13,27,62,1,32676,0,0,32676,0,32676,744,806,9230,0.9230,ECBC,0,0,2,0001,0
993,board_8x8_15_30748_none,8,8,15,45,49,3,68848,0,0,68848,0,68848,588,735,8000,0.8000,5EB6,0,0,2,0001,0
994,board_4x19_10_30764_none,4,19,10,19,66,0,12975,0,0,12975,0,12975,660,660,10000,1.0000,F44A,0,0,2,0001,0
995,board_6x14_22_30776_none,6,14,22,42,62,3,97753,0,0,97753,0,97753,1178,1364,8636,0.8636,853C,0,0,2,0001,0
996,board_7x12_22_30799_none,7,12,22,38,53,3,123287,0,0,123287,0,123287,980,1364,7184,0.7184,51F3,0,0,2,0001,1
997,board_10x6_11_30823_none,10,6,11,28,49,0,10239,0,0,10239,0,10239,539,539,10000,1.0000,560E,0,0,2,0001,0
998,board_17x6_25_30836_none,17,6,25,41,77,0,26282,0,0,26282,0,26282,1925,1925,10000,1.0000,E88B,0,0,2,0001,0
999,board_19x18_50_30871_none,19,18,50,98,292,0,43132,0,0,43132,0,43132,14600,14600,10000,1.0000,DE95,0,0,2,0001,0
1000,board_15x14_55_30923_none,15,14,55,103,155,4,196797,0,0,196797,0,196797,7905,8525,9272,0.9272,5374,0,0,2,0001,0
